text,label
"Обращаюсь с официальной просьбой. Полезно добавить информационный стенд с графиком работ по дому. Можно расширить часы приёма диспетчера для удобства жителей. Хорошо бы установить коврики у входа, чтобы грязь не заносили в подъезд. Стоит провести гидравлическую промывку системы отопления перед сезоном. Предлагаю организовать сбор заявок на мелкий ремонт через онлайн‑форму. Надеюсь на оперативное решение вопроса.",предложение_ЖКХ
"В коридорах тесно и душно, отсутствует вентиляция. Сайт поликлиники часто не работает, запись недоступна. Жалобы оставленные через форму обратной связи остаются без ответа. В процедурном кабинете перебои с расходными материалами. В поликлинике большая очередь на регистрацию, ожидаем дольше часа. Прошу дать официальный ответ в письменном виде.",жалоба_здравоохранение
От имени жителей нашего дома сообщаю: Можно заменить лампы в подъездах на энергосберегающие с датчиками движения. Можно расширить часы приёма диспетчера для удобства жителей. Предлагаю организовать сбор заявок на мелкий ремонт через онлайн‑форму. Прошу зарегистрировать обращение и направить ответ.,предложение_ЖКХ
"Скамейки у подъездов сломаны, сидеть небезопасно. Деревья разрослись и закрывают обзор на пешеходном переходе. Уличное освещение на аллее не работает, по вечерам очень темно. На контейнерной площадке отсутствует ограждение, мусор разносит ветром.",жалоба_благоустройство
"Сообщаю по существу вопроса. Информация на стендах устарела, графики приёма не совпадают. Жалобы оставленные через форму обратной связи остаются без ответа. В поликлинике большая очередь на регистрацию, ожидаем дольше часа. Надеюсь на оперативное решение вопроса.",жалоба_здравоохранение
"От имени жителей нашего дома сообщаю: Прошу рассмотреть возможность установки домофона с видеонаблюдением. Имеет смысл установить доводчики на входные двери, чтобы не было сквозняков. Предлагаю внедрить уведомления о плановых отключениях в мессенджере дома. Прошу зарегистрировать обращение и направить ответ.",предложение_ЖКХ
"Нужно установить новый павильон на остановке, старый разрушен. Необходимо установить дополнительный фонарь у входа в парк. Прошу провести сезонную обработку от клещей на территории сквера. Прошу организовать ямочный ремонт дворовой дороги в ближайшие сроки. Прошу организовать регулярный полив зелёных насаждений в жаркий период.",запрос_благоустройство
Прошу обратить внимание: Прошу направить специалиста для проверки системы отопления в квартире. Прошу заменить перегоревшие лампы в подъезде на всех этажах. Прошу зафиксировать обращение и назначить дату ремонта входной двери. Нужно провести обследование кровли из‑за регулярных протечек. Нужно организовать промывку батарей и балансировку стояков. Прошу рассмотреть обращение и сообщить о принятых мерах.,запрос_ЖКХ
"Прошу обратить внимание: Уличное освещение на аллее не работает, по вечерам очень темно. Тротуары у школы покрыты льдом, нет песка и реагентов. На остановке общественного транспорта отсутствует павильон от дождя.",жалоба_благоустройство
Прошу обратить внимание: Прошу спилить аварийные ветки над тротуаром у школы. Прошу организовать регулярный полив зелёных насаждений в жаркий период. Прошу заменить сломанную скамейку у подъезда на безопасную. Прошу оформить заявку на ремонт покрытия детской площадки.,запрос_благоустройство
"Прошу обратить внимание: Приём начинается позже расписания, пациенты вынуждены ждать. Сайт поликлиники часто не работает, запись недоступна. В поликлинике большая очередь на регистрацию, ожидаем дольше часа. Анализы задерживаются, результаты не приходят в обозначенный срок. В коридорах тесно и душно, отсутствует вентиляция. Буду признателен за обратную связь в установленные сроки.",жалоба_здравоохранение
"Сообщаю по существу вопроса. Предлагаю организовать сбор заявок на мелкий ремонт через онлайн‑форму. Стоит провести гидравлическую промывку системы отопления перед сезоном. Хорошо бы установить коврики у входа, чтобы грязь не заносили в подъезд. Прошу зарегистрировать обращение и направить ответ.",предложение_ЖКХ
"От имени жителей нашего дома сообщаю: Прошу оформить выписку рецептов на льготные препараты. Прошу зарегистрировать обращение по корректировке записи в расписании. Необходимо продлить больничный лист, прошу дать инструкцию по оформлению. Прошу дать официальный ответ в письменном виде.",запрос_здравоохранение
Обращаюсь с официальной просьбой. Прошу организовать ямочный ремонт дворовой дороги в ближайшие сроки. Необходимо установить дополнительный фонарь у входа в парк. Прошу заменить сломанную скамейку у подъезда на безопасную. Надеюсь на оперативное решение вопроса.,запрос_благоустройство
"Сообщаю по существу вопроса. Траву на газонах давно не косили, территория выглядит заброшенной. Деревья разрослись и закрывают обзор на пешеходном переходе. Тротуары у школы покрыты льдом, нет песка и реагентов. Скамейки у подъездов сломаны, сидеть небезопасно. Асфальт во дворе разрушен, после дождя образуются большие лужи. Прошу дать официальный ответ в письменном виде.",жалоба_благоустройство
Сообщаю по существу вопроса. В подъезде сильный сквозняк из‑за неплотно закрывающейся двери. Лифтовое оборудование периодически отключается без предупреждения. Счёт за коммунальные услуги внезапно вырос без объяснимых причин. Прошу зарегистрировать обращение и направить ответ.,жалоба_ЖКХ
"От имени жителей нашего дома сообщаю: Информация на стендах устарела, графики приёма не совпадают. Приём начинается позже расписания, пациенты вынуждены ждать. Телефон регистратуры не отвечает, невозможно уточнить информацию. В поликлинике большая очередь на регистрацию, ожидаем дольше часа. В коридорах тесно и душно, отсутствует вентиляция. Буду признателен за обратную связь в установленные сроки.",жалоба_здравоохранение
"Прошу обратить внимание: Лифтовое оборудование периодически отключается без предупреждения. Отопление работает нестабильно, радиаторы остаются еле тёплыми. На лестничной площадке перегорела лампа, из‑за чего темно и небезопасно. В подъезде сильный сквозняк из‑за неплотно закрывающейся двери. В подвале стоит запах сырости, вероятно, течёт труба. Прошу дать официальный ответ в письменном виде.",жалоба_ЖКХ
"Прошу зарегистрировать обращение по корректировке записи в расписании. Необходимо продлить больничный лист, прошу дать инструкцию по оформлению. Прошу оформить выписку рецептов на льготные препараты. Прошу выдать справку о прохождении медицинского осмотра для трудоустройства. Прошу записать на повторный приём к врачу в ближайшую возможную дату.",запрос_здравоохранение
Нужно провести обследование кровли из‑за регулярных протечек. Нужно организовать промывку батарей и балансировку стояков. Прошу направить специалиста для проверки системы отопления в квартире. Прошу рассмотреть обращение и сообщить о принятых мерах.,запрос_ЖКХ
От имени жителей нашего дома сообщаю: Полезно добавить информационный стенд с графиком работ по дому. Можно расширить часы приёма диспетчера для удобства жителей. Стоит провести гидравлическую промывку системы отопления перед сезоном. Предлагаю ввести разъяснительные листовки по начислениям в квитанции.,предложение_ЖКХ
Обращаюсь с официальной просьбой. Предлагаю расширить расписание приёма терапевта в вечернее время. Имеет смысл обновлять стенды с актуальными графиками еженедельно. Хорошо бы добавить возможность прикрепления документов в онлайн‑записи. Полезно внедрить электронную очередь с уведомлениями по SMS. Предлагаю размещать результаты анализов в личном кабинете пациента.,предложение_здравоохранение
"Сообщаю по существу вопроса. Нужно установить новый павильон на остановке, старый разрушен. Прошу провести сезонную обработку от клещей на территории сквера. Прошу организовать регулярный полив зелёных насаждений в жаркий период. Прошу дать официальный ответ в письменном виде.",запрос_благоустройство
"Нужно установить новый павильон на остановке, старый разрушен. Прошу заменить сломанную скамейку у подъезда на безопасную. Прошу восстановить дорожную разметку на пешеходном переходе. Прошу дать официальный ответ в письменном виде.",запрос_благоустройство
Прошу обратить внимание: Хорошо бы установить кулеры с водой в зонах ожидания. Стоит организовать дополнительный день вакцинации по субботам. Предлагаю размещать результаты анализов в личном кабинете пациента. Прошу рассмотреть обращение и сообщить о принятых мерах.,предложение_здравоохранение
"Прошу обратить внимание: Скамейки у подъездов сломаны, сидеть небезопасно. На остановке общественного транспорта отсутствует павильон от дождя. Траву на газонах давно не косили, территория выглядит заброшенной. Уличное освещение на аллее не работает, по вечерам очень темно. Зебра на дороге стерлась, автомобилисты не уступают пешеходам.",жалоба_благоустройство
Сообщаю по существу вопроса. Можно выделить отдельную комнату ожидания для родителей с детьми. Полезно внедрить электронную очередь с уведомлениями по SMS. Предлагаю расширить расписание приёма терапевта в вечернее время. Хорошо бы установить кулеры с водой в зонах ожидания.,предложение_здравоохранение
Обращаюсь с официальной просьбой. Предлагаю сделать пешеходную зону без парковки возле школы. Предлагаю установить дополнительные урны вдоль прогулочной зоны. Стоит обустроить освещение на дорожке к детскому саду. Хорошо бы расширить тротуар у оживлённого участка дороги. Прошу зарегистрировать обращение и направить ответ.,предложение_благоустройство
Полезно поставить навесы на остановках для защиты от осадков. Хорошо бы организовать высадку деревьев вдоль пешеходной аллеи. Имеет смысл нанести светоотражающую разметку у пешеходных переходов. Стоит обустроить освещение на дорожке к детскому саду. Предлагаю сделать пешеходную зону без парковки возле школы.,предложение_благоустройство
"Прошу обратить внимание: Жалобы оставленные через форму обратной связи остаются без ответа. В процедурном кабинете перебои с расходными материалами. Анализы задерживаются, результаты не приходят в обозначенный срок. Информация на стендах устарела, графики приёма не совпадают. Талоны к узким специалистам разбираются за минуты, записи не хватает. Надеюсь на оперативное решение вопроса.",жалоба_здравоохранение
От имени жителей нашего дома сообщаю: Стоит обустроить освещение на дорожке к детскому саду. Хорошо бы организовать высадку деревьев вдоль пешеходной аллеи. Можно установить информационные таблички с правилами выгула собак. Имеет смысл нанести светоотражающую разметку у пешеходных переходов.,предложение_благоустройство
"Обращаюсь с официальной просьбой. Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. График вывоза мусора не соблюдается, контейнеры переполнены. Управляющая компания не отвечает на звонки и заявки в личном кабинете. На лестничной площадке перегорела лампа, из‑за чего темно и небезопасно.",жалоба_ЖКХ
"Обращаюсь с официальной просьбой. Прошу оформить санаторно‑курортную карту в установленном порядке. Необходимо продлить больничный лист, прошу дать инструкцию по оформлению. Необходимо оформить справку об иммунизации для учебного заведения.",запрос_здравоохранение
Обращаюсь с официальной просьбой. Стоит организовать дополнительный день вакцинации по субботам. Хорошо бы добавить возможность прикрепления документов в онлайн‑записи. Предлагаю расширить расписание приёма терапевта в вечернее время. Надеюсь на оперативное решение вопроса.,предложение_здравоохранение
Прошу обратить внимание: Стоит провести гидравлическую промывку системы отопления перед сезоном. Предлагаю внедрить уведомления о плановых отключениях в мессенджере дома. Полезно добавить информационный стенд с графиком работ по дому. Буду признателен за обратную связь в установленные сроки.,предложение_ЖКХ
От имени жителей нашего дома сообщаю: Имеет смысл обновлять стенды с актуальными графиками еженедельно. Хорошо бы установить кулеры с водой в зонах ожидания. Предлагаю проводить разъяснительные вебинары по профилактике заболеваний. Предлагаю расширить расписание приёма терапевта в вечернее время. Хорошо бы добавить возможность прикрепления документов в онлайн‑записи. Прошу зарегистрировать обращение и направить ответ.,предложение_здравоохранение
"Сообщаю по существу вопроса. Необходимо оформить направление к узкому специалисту по показаниям. Необходимо продлить больничный лист, прошу дать инструкцию по оформлению. Прошу зарегистрировать обращение по корректировке записи в расписании. Прошу оформить санаторно‑курортную карту в установленном порядке. Прошу дать официальный ответ в письменном виде.",запрос_здравоохранение
Прошу обратить внимание: Необходимо оформить справку об иммунизации для учебного заведения. Прошу оформить санаторно‑курортную карту в установленном порядке. Прошу направить результат анализов в личный кабинет пациента.,запрос_здравоохранение
Прошу направить специалиста для проверки системы отопления в квартире. Нужно организовать промывку батарей и балансировку стояков. Прошу выполнить дезинсекцию подвала и подъезда согласно регламенту. Прошу заменить перегоревшие лампы в подъезде на всех этажах.,запрос_ЖКХ
Обращаюсь с официальной просьбой. Предлагаю сделать отдельное окно консультаций по телефону для пожилых. Можно выделить отдельную комнату ожидания для родителей с детьми. Предлагаю размещать результаты анализов в личном кабинете пациента. Стоит организовать дополнительный день вакцинации по субботам. Хорошо бы установить кулеры с водой в зонах ожидания. Надеюсь на оперативное решение вопроса.,предложение_здравоохранение
"Обращаюсь с официальной просьбой. В поликлинике большая очередь на регистрацию, ожидаем дольше часа. В процедурном кабинете перебои с расходными материалами. Талоны к узким специалистам разбираются за минуты, записи не хватает. Приём начинается позже расписания, пациенты вынуждены ждать. Телефон регистратуры не отвечает, невозможно уточнить информацию. Надеюсь на оперативное решение вопроса.",жалоба_здравоохранение
"Обращаюсь с официальной просьбой. Счёт за коммунальные услуги внезапно вырос без объяснимых причин. График вывоза мусора не соблюдается, контейнеры переполнены. Управляющая компания не отвечает на звонки и заявки в личном кабинете. Надеюсь на оперативное решение вопроса.",жалоба_ЖКХ
"Обращаюсь с официальной просьбой. В коридорах тесно и душно, отсутствует вентиляция. В процедурном кабинете перебои с расходными материалами. Талоны к узким специалистам разбираются за минуты, записи не хватает. В поликлинике большая очередь на регистрацию, ожидаем дольше часа. Прошу дать официальный ответ в письменном виде.",жалоба_здравоохранение
"Обращаюсь с официальной просьбой. В подвале стоит запах сырости, вероятно, течёт труба. Счёт за коммунальные услуги внезапно вырос без объяснимых причин. Управляющая компания не отвечает на звонки и заявки в личном кабинете. Отопление работает нестабильно, радиаторы остаются еле тёплыми. В подъезде сильный сквозняк из‑за неплотно закрывающейся двери. Прошу рассмотреть обращение и сообщить о принятых мерах.",жалоба_ЖКХ
"Обращаюсь с официальной просьбой. Приём начинается позже расписания, пациенты вынуждены ждать. Жалобы оставленные через форму обратной связи остаются без ответа. В поликлинике большая очередь на регистрацию, ожидаем дольше часа.",жалоба_здравоохранение
"Прошу рассмотреть возможность установки домофона с видеонаблюдением. Стоит провести гидравлическую промывку системы отопления перед сезоном. Имеет смысл установить доводчики на входные двери, чтобы не было сквозняков. Предлагаю организовать сбор заявок на мелкий ремонт через онлайн‑форму. Предлагаю внедрить уведомления о плановых отключениях в мессенджере дома.",предложение_ЖКХ
"Сообщаю по существу вопроса. Прошу провести сезонную обработку от клещей на территории сквера. Необходимо установить дополнительный фонарь у входа в парк. Прошу спилить аварийные ветки над тротуаром у школы. Прошу организовать ямочный ремонт дворовой дороги в ближайшие сроки. Нужно установить новый павильон на остановке, старый разрушен. Прошу дать официальный ответ в письменном виде.",запрос_благоустройство
"От имени жителей нашего дома сообщаю: Приём начинается позже расписания, пациенты вынуждены ждать. В поликлинике большая очередь на регистрацию, ожидаем дольше часа. Информация на стендах устарела, графики приёма не совпадают. Прошу дать официальный ответ в письменном виде.",жалоба_здравоохранение
"Уличное освещение на аллее не работает, по вечерам очень темно. На контейнерной площадке отсутствует ограждение, мусор разносит ветром. На остановке общественного транспорта отсутствует павильон от дождя. Деревья разрослись и закрывают обзор на пешеходном переходе. Зебра на дороге стерлась, автомобилисты не уступают пешеходам. Прошу дать официальный ответ в письменном виде.",жалоба_благоустройство
"Сообщаю по существу вопроса. В подъезде сильный сквозняк из‑за неплотно закрывающейся двери. Крышка люка у подъезда разбита, есть риск травм. Отопление работает нестабильно, радиаторы остаются еле тёплыми. Лифтовое оборудование периодически отключается без предупреждения. График вывоза мусора не соблюдается, контейнеры переполнены. Буду признателен за обратную связь в установленные сроки.",жалоба_ЖКХ
Сообщаю по существу вопроса. Необходимо обустроить пандус у бордюра для колясок. Прошу заменить сломанную скамейку у подъезда на безопасную. Прошу восстановить дорожную разметку на пешеходном переходе. Прошу зарегистрировать обращение и направить ответ.,запрос_благоустройство
"Обращаюсь с официальной просьбой. В подъезде сильный сквозняк из‑за неплотно закрывающейся двери. График вывоза мусора не соблюдается, контейнеры переполнены. Отопление работает нестабильно, радиаторы остаются еле тёплыми. Уже несколько дней в квартире отсутствует горячая вода.",жалоба_ЖКХ
Необходимо оформить справку об иммунизации для учебного заведения. Прошу выдать справку о прохождении медицинского осмотра для трудоустройства. Прошу направить результат анализов в личный кабинет пациента.,запрос_здравоохранение
Обращаюсь с официальной просьбой. Прошу произвести опломбировку нового водосчётчика и внести показания. Прошу выполнить дезинсекцию подвала и подъезда согласно регламенту. Необходимо провести диагностику лифта и предоставить акт. Нужно организовать промывку батарей и балансировку стояков.,запрос_ЖКХ
"Детская площадка в неудовлетворительном состоянии: качели расшатаны. Уличное освещение на аллее не работает, по вечерам очень темно. Асфальт во дворе разрушен, после дождя образуются большие лужи. Тротуары у школы покрыты льдом, нет песка и реагентов. Прошу зарегистрировать обращение и направить ответ.",жалоба_благоустройство
"Имеет смысл установить доводчики на входные двери, чтобы не было сквозняков. Предлагаю организовать сбор заявок на мелкий ремонт через онлайн‑форму. Прошу рассмотреть возможность установки домофона с видеонаблюдением. Буду признателен за обратную связь в установленные сроки.",предложение_ЖКХ
Обращаюсь с официальной просьбой. Можно выделить отдельную комнату ожидания для родителей с детьми. Хорошо бы установить кулеры с водой в зонах ожидания. Имеет смысл обновлять стенды с актуальными графиками еженедельно. Хорошо бы добавить возможность прикрепления документов в онлайн‑записи.,предложение_здравоохранение
"Нужно установить новый павильон на остановке, старый разрушен. Прошу организовать регулярный полив зелёных насаждений в жаркий период. Прошу организовать ямочный ремонт дворовой дороги в ближайшие сроки. Прошу провести сезонную обработку от клещей на территории сквера. Необходимо обустроить пандус у бордюра для колясок. Прошу рассмотреть обращение и сообщить о принятых мерах.",запрос_благоустройство
