text,label
Прошу оформить справку о составе семьи для предоставления в образовательное учреждение. Хочу оформить компенсацию расходов на установку пандуса для входа в дом. Хочу получить направление на медицинскую комиссию для оформления льготы.,запрос услуги
Прошу обратить внимание: Стоит продумать систему вознаграждений за помощь в благоустройстве района. Можно обустроить велодорожку вдоль парка — это повысит безопасность велосипедистов. Предлагаю организовать онлайн-запись на приём в администрации для сокращения очередей. Ожидаю вашего ответа в ближайшее время.,предложение
"Жители нашего дома отмечают, что Асфальт на дороге разбит, колёса автомобилей постоянно пробивают колесо. Мусор не вывозят по графику, контейнеры переполнены и воняют. На остановке давно не работает расписание, люди приходят в неудобное время.",жалоба
"Обращаюсь с просьбой: Какие действия предпринять при обнаружении просадки грунта около дома? Куда можно обратиться, если требуется медицинская справка для работы? Куда обращаться, если в квартире протекает крыша и кто должен ремонтировать? Как узнать дату планового отключения электроэнергии в районе? Какие контакты службы поддержки по вопросам транспорта доступны?",вопрос
"В нашем районе Детская площадка в запущенном состоянии: сломаны качели и порвано покрытие. Мы неоднократно обращались в управляющую компанию, но реакции нет. На остановке давно не работает расписание, люди приходят в неудобное время. В поликлинике долгое ожидание по записи, пациенты стоят в очереди часами. В подъезде постоянно течёт потолок после недавнего дождя.",жалоба
В нашем районе Прошу выслать бланк заявления для оформления парковочного разрешения. Прошу направить специалиста для проверки состояния отопления в квартире. Хочу получить направление на медицинскую комиссию для оформления льготы.,запрос услуги
"Прошу обратить внимание: В подъезде не работают дверные замки, подрядчик не пришёл на ремонт. Отсутствие дорожной разметки создаёт аварийные ситуации каждое утро. Мы неоднократно обращались в управляющую компанию, но реакции нет. Прошу рассмотреть данную ситуацию и принять меры.",жалоба
"В нашем районе Можно ли получить консультацию по оформлению субсидии по месту жительства? Подскажите, пожалуйста, как записаться к врачу через портал госуслуг? Какова процедура регистрации ребёнка в детский сад в нашем районе? Можно ли изменить адрес доставки корреспонденции и как это сделать? Прошу зарегистрировать обращение и направить специалиста.",вопрос
"В подъезде постоянно течёт потолок после недавнего дождя. Детская площадка в запущенном состоянии: сломаны качели и порвано покрытие. В офисе социальной службы меня направили по другому адресу, пришлось ездить несколько раз. Пожилым жильцам и мамам с колясками тяжело подниматься пешком. Асфальт на дороге разбит, колёса автомобилей постоянно пробивают колесо. Прошу принять меры и сообщить о результатах.",жалоба
"Жители нашего дома отмечают, что Уже несколько недель не работает лифт в нашем доме. На остановке давно не работает расписание, люди приходят в неудобное время. Асфальт на дороге разбит, колёса автомобилей постоянно пробивают колесо. В подъезде не работают дверные замки, подрядчик не пришёл на ремонт.",жалоба
Прошу обратить внимание: Можно ли получить консультацию по оформлению субсидии по месту жительства? Кто выдаёт разрешение на установку вывесок и какие документы нужны? Как получить информацию о графике вывоза крупногабаритного мусора? К кому обратиться по вопросу замены электросчётчика в квартире?,вопрос
Обращаюсь с просьбой: Хочу получить направление на медицинскую комиссию для оформления льготы. Необходимо подать документы на оформление паспорта и узнать список требований. Прошу зарегистрировать заявление на благоустройство территории около дома.,запрос услуги
"Обращаюсь с просьбой: Куда обращаться, если в квартире протекает крыша и кто должен ремонтировать? Можно ли подать заявление на ремонт дороги онлайн и какие шаги нужны? Подскажите, пожалуйста, как записаться к врачу через портал госуслуг? Можно ли изменить адрес доставки корреспонденции и как это сделать?",вопрос
"Обращаюсь с просьбой: В подъезде не работают дверные замки, подрядчик не пришёл на ремонт. Уже несколько недель не работает лифт в нашем доме. В поликлинике долгое ожидание по записи, пациенты стоят в очереди часами. Мы неоднократно обращались в управляющую компанию, но реакции нет. Мусор не вывозят по графику, контейнеры переполнены и воняют.",жалоба
"Жители нашего дома отмечают, что Хочу оформить компенсацию расходов на установку пандуса для входа в дом. Необходимо оформить временную прописку, прошу разъяснить процедуру и сроки. Прошу выдать справку о доходах для налоговой инспекции за прошлый год. Прошу зарегистрировать заявление на благоустройство территории около дома. Необходимо подать документы на оформление паспорта и узнать список требований. Прошу принять меры и сообщить о результатах.",запрос услуги
"В нашем районе Стоит рассмотреть установку пандусов у входов в общественные здания. Было бы удобно организовать расписание вывоза мусора в мобильном приложении. Рекомендую установить крышу над остановкой, чтобы можно было укрыться от дождя. Предлагаю организовать онлайн-запись на приём в администрации для сокращения очередей.",предложение
Обращаюсь с просьбой: Кто выдаёт разрешение на установку вывесок и какие документы нужны? Какие меры предусмотрены для экстренной помощи при отключении горячей воды? Можно ли изменить адрес доставки корреспонденции и как это сделать?,вопрос
"Прошу обратить внимание: Подскажите, пожалуйста, как записаться к врачу через портал госуслуг? Какие документы нужны для оформления льготы на оплату коммунальных услуг? Сколько времени занимает рассмотрение обращения в местной администрации? К кому обратиться по вопросу замены электросчётчика в квартире? Какие меры предусмотрены для экстренной помощи при отключении горячей воды?",вопрос
"Обращаюсь с просьбой: Как узнать дату планового отключения электроэнергии в районе? Какова процедура регистрации ребёнка в детский сад в нашем районе? Куда обращаться, если в квартире протекает крыша и кто должен ремонтировать? Как проверить очередь на получение социальной помощи в своём районе?",вопрос
"Прошу обратить внимание: Необходимо подать документы на оформление паспорта и узнать список требований. Необходимо оформить пособие по уходу за ребёнком, прошу сообщить порядок и список документов. Прошу направить специалиста для проверки состояния отопления в квартире.",запрос услуги
"Жители нашего дома отмечают, что Стоит рассмотреть установку пандусов у входов в общественные здания. Можно внедрить информационные стенды с графиками работы служб. Предлагаю установить дополнительные скамейки возле детской площадки, чтобы родители могли сидеть. Рекомендую установить дополнительные фонари в тёмных местах двора.",предложение
Обращаюсь с просьбой: Стоит рассмотреть установку пандусов у входов в общественные здания. Можно организовать мастер-классы для школьников по безопасности на дорогах. Рекомендую установить дополнительные фонари в тёмных местах двора. Стоит продумать систему вознаграждений за помощь в благоустройстве района. Прошу принять меры и сообщить о результатах.,предложение
Прошу обратить внимание: Хочу подать заявление на установку счётчика воды по новому адресу. Необходимо подать документы на оформление паспорта и узнать список требований. Прошу назначить дату проверки вентиляции в здании детского сада. Прошу выдать дубликат свидетельства о рождении в связи с утратой оригинала.,запрос услуги
"Обращаюсь с просьбой: Мы неоднократно обращались в управляющую компанию, но реакции нет. Громкая музыка и шум по ночам мешают спать жильцам многоэтажки. Происходят постоянные перебои с горячей водой в нашем доме.",жалоба
"В нашем районе Можно ли изменить адрес доставки корреспонденции и как это сделать? Какие документы нужны для оформления льготы на оплату коммунальных услуг? Как узнать дату планового отключения электроэнергии в районе? Куда можно обратиться, если требуется медицинская справка для работы? Буду благодарен за скорейший ответ.",вопрос
Обращаюсь с просьбой: Хочу подать заявление на замену электросчётчика и прошу назначить выезд специалиста. Прошу выдать справку о доходах для налоговой инспекции за прошлый год. Необходимо оформить разрешение на временную торговлю в рамках мероприятия. Необходимо подать документы на оформление паспорта и узнать список требований. Хочу оформить компенсацию расходов на установку пандуса для входа в дом.,запрос услуги
"В нашем районе Необходимо подать документы на оформление паспорта и узнать список требований. Необходимо оформить пособие по уходу за ребёнком, прошу сообщить порядок и список документов. Прошу выслать бланк заявления для оформления парковочного разрешения. Прошу зарегистрировать заявление на благоустройство территории около дома.",запрос услуги
"Обращаюсь с просьбой: Уже несколько недель не работает лифт в нашем доме. Отсутствие дорожной разметки создаёт аварийные ситуации каждое утро. В подъезде постоянно течёт потолок после недавнего дождя. В офисе социальной службы меня направили по другому адресу, пришлось ездить несколько раз. Громкая музыка и шум по ночам мешают спать жильцам многоэтажки.",жалоба
"Необходимо оформить временную прописку, прошу разъяснить процедуру и сроки. Необходимо подать документы на оформление паспорта и узнать список требований. Хочу подать заявление на установку счётчика воды по новому адресу. Прошу выдать справку о доходах для налоговой инспекции за прошлый год.",запрос услуги
Прошу обратить внимание: Стоит продумать систему вознаграждений за помощь в благоустройстве района. Предлагаю ввести дополнительные вечерние рейсы общественного транспорта по случаю мероприятий. Стоит продумать систему освещения с датчиками движения во дворах.,предложение
Обращаюсь с просьбой: Стоит продумать систему вознаграждений за помощь в благоустройстве района. Было бы полезно повесить таблички с правилами раздельного сбора мусора. Стоит продумать систему освещения с датчиками движения во дворах. Буду благодарен за скорейший ответ.,предложение
"Жители нашего дома отмечают, что К кому обратиться по вопросу замены электросчётчика в квартире? Можно ли получить консультацию по оформлению субсидии по месту жительства? Какие документы нужны для оформления льготы на оплату коммунальных услуг? Ожидаю вашего ответа в ближайшее время.",вопрос
"Жители нашего дома отмечают, что Предлагаю организовать онлайн-запись на приём в администрации для сокращения очередей. Можно внедрить информационные стенды с графиками работы служб. Стоит рассмотреть установку пандусов у входов в общественные здания. Можно поставить автоматы с питьевой водой возле спортивных площадок. Можно обустроить велодорожку вдоль парка — это повысит безопасность велосипедистов. Ожидаю вашего ответа в ближайшее время.",предложение
Прошу обратить внимание: Какие действия предпринять при обнаружении просадки грунта около дома? Где можно получить справку о составе семьи и какие сроки выдачи? Какие основания для переоформления прописки и куда подавать заявление? Можно ли подать заявление на ремонт дороги онлайн и какие шаги нужны?,вопрос
"Обращаюсь с просьбой: Хочу подать заявку на подключение к программе льготного parkovka для инвалидов. Необходимо оформить пособие по уходу за ребёнком, прошу сообщить порядок и список документов. Прошу записать на приём в администрацию для подачи документов на субсидию. Хочу подать заявление на замену электросчётчика и прошу назначить выезд специалиста.",запрос услуги
Прошу обратить внимание: Было бы полезно повесить таблички с правилами раздельного сбора мусора. Стоит рассмотреть установку пандусов у входов в общественные здания. Предлагаю ввести дополнительные вечерние рейсы общественного транспорта по случаю мероприятий.,предложение
"Можно ли изменить адрес доставки корреспонденции и как это сделать? Куда обращаться, если в квартире протекает крыша и кто должен ремонтировать? Куда можно обратиться, если требуется медицинская справка для работы? Какие меры предусмотрены для экстренной помощи при отключении горячей воды? Прошу рассмотреть данную ситуацию и принять меры.",вопрос
"Прошу обратить внимание: Было бы полезно повесить таблички с правилами раздельного сбора мусора. Можно поставить автоматы с питьевой водой возле спортивных площадок. Стоит продумать систему освещения с датчиками движения во дворах. Предлагаю установить дополнительные скамейки возле детской площадки, чтобы родители могли сидеть. Ожидаю вашего ответа в ближайшее время.",предложение
В нашем районе Как узнать дату планового отключения электроэнергии в районе? Какие контакты службы поддержки по вопросам транспорта доступны? Какие основания для переоформления прописки и куда подавать заявление? Можно ли подать заявление на ремонт дороги онлайн и какие шаги нужны?,вопрос
"Обращаюсь с просьбой: Прошу направить специалиста для проверки состояния отопления в квартире. Хочу подать заявление на замену электросчётчика и прошу назначить выезд специалиста. Необходимо оформить разрешение на временную торговлю в рамках мероприятия. Необходимо оформить пособие по уходу за ребёнком, прошу сообщить порядок и список документов. Хочу подать заявку на подключение к программе льготного parkovka для инвалидов. Ожидаю вашего ответа в ближайшее время.",запрос услуги
"Жители нашего дома отмечают, что Предлагаю организовать онлайн-запись на приём в администрации для сокращения очередей. Предлагаю организовать регулярные субботники с участием жителей и администрации. Было бы удобно организовать расписание вывоза мусора в мобильном приложении. Рекомендую установить крышу над остановкой, чтобы можно было укрыться от дождя.",предложение
"Жители нашего дома отмечают, что Рекомендую установить крышу над остановкой, чтобы можно было укрыться от дождя. Хорошая идея — провести опрос жителей о благоустройстве и учесть приоритеты. Предлагаю закрепить за двором ответственного волонтёра для срочных обращений. Предлагаю организовать регулярные субботники с участием жителей и администрации. Было бы полезно повесить таблички с правилами раздельного сбора мусора.",предложение
"Обращаюсь с просьбой: После дождя дорожки во дворе превращаются в грязное месиво, пройти невозможно. В подъезде не работают дверные замки, подрядчик не пришёл на ремонт. Отсутствие дорожной разметки создаёт аварийные ситуации каждое утро. На остановке давно не работает расписание, люди приходят в неудобное время.",жалоба
"Хочу подать заявление на замену электросчётчика и прошу назначить выезд специалиста. Необходимо оформить разрешение на временную торговлю в рамках мероприятия. Хочу получить направление на медицинскую комиссию для оформления льготы. Необходимо оформить пособие по уходу за ребёнком, прошу сообщить порядок и список документов. Прошу записать на приём в администрацию для подачи документов на субсидию. Буду благодарен за скорейший ответ.",запрос услуги
Как получить информацию о графике вывоза крупногабаритного мусора? Сколько времени занимает рассмотрение обращения в местной администрации? Можно ли изменить адрес доставки корреспонденции и как это сделать? Как узнать дату планового отключения электроэнергии в районе?,вопрос
"Необходимо подать документы на оформление паспорта и узнать список требований. Необходимо оформить временную прописку, прошу разъяснить процедуру и сроки. Прошу оформить справку о составе семьи для предоставления в образовательное учреждение. Прошу рассмотреть данную ситуацию и принять меры.",запрос услуги
"В нашем районе Отсутствие дорожной разметки создаёт аварийные ситуации каждое утро. Почтовые извещения не доходят, многие жители не получили важные письма. Происходят постоянные перебои с горячей водой в нашем доме. Прошу принять меры и сообщить о результатах.",жалоба
"В нашем районе Какие контакты службы поддержки по вопросам транспорта доступны? Как подать жалобу на управляющую компанию и какие документы приложить? Какова процедура регистрации ребёнка в детский сад в нашем районе? Подскажите, пожалуйста, как записаться к врачу через портал госуслуг?",вопрос
"Жители нашего дома отмечают, что Хочу подать заявление на замену электросчётчика и прошу назначить выезд специалиста. Хочу подать заявку на подключение к программе льготного parkovka для инвалидов. Прошу выдать дубликат свидетельства о рождении в связи с утратой оригинала. Хочу оформить компенсацию расходов на установку пандуса для входа в дом. Прошу направить специалиста для проверки состояния отопления в квартире.",запрос услуги
Стоит рассмотреть установку пандусов у входов в общественные здания. Можно поставить автоматы с питьевой водой возле спортивных площадок. Хорошая идея — провести опрос жителей о благоустройстве и учесть приоритеты.,предложение
Обращаюсь с просьбой: Предлагаю увеличить количество мест для парковки рядом с детскими садами. Можно обустроить велодорожку вдоль парка — это повысит безопасность велосипедистов. Стоит продумать систему вознаграждений за помощь в благоустройстве района. Предлагаю организовать онлайн-запись на приём в администрации для сокращения очередей.,предложение
"Жители нашего дома отмечают, что Куда обращаться, если в квартире протекает крыша и кто должен ремонтировать? Как подать жалобу на управляющую компанию и какие документы приложить? Где можно получить справку о составе семьи и какие сроки выдачи? Можно ли изменить адрес доставки корреспонденции и как это сделать? Буду благодарен за скорейший ответ.",вопрос
"В нашем районе Подскажите, пожалуйста, как записаться к врачу через портал госуслуг? Куда можно обратиться, если требуется медицинская справка для работы? Какие основания для переоформления прописки и куда подавать заявление? Какие документы нужны для оформления льготы на оплату коммунальных услуг?",вопрос
"Ночью во дворе полностью отсутствует уличное освещение, это опасно. Пожилым жильцам и мамам с колясками тяжело подниматься пешком. Дворник не выполняет свои обязанности, вокруг дома валяются листья и мусор. В поликлинике долгое ожидание по записи, пациенты стоят в очереди часами. Асфальт на дороге разбит, колёса автомобилей постоянно пробивают колесо.",жалоба
В нашем районе Стоит рассмотреть установку пандусов у входов в общественные здания. Предлагаю организовать онлайн-запись на приём в администрации для сокращения очередей. Можно внедрить информационные стенды с графиками работы служб.,предложение
"В нашем районе Уже несколько недель не работает лифт в нашем доме. Асфальт на дороге разбит, колёса автомобилей постоянно пробивают колесо. Вокруг контейнерной площадки постоянно горит мусор, запах не выносимый. На остановке давно не работает расписание, люди приходят в неудобное время. Происходят постоянные перебои с горячей водой в нашем доме. Буду благодарен за скорейший ответ.",жалоба
"Прошу обратить внимание: Необходимо оформить пособие по уходу за ребёнком, прошу сообщить порядок и список документов. Прошу направить специалиста для проверки состояния отопления в квартире. Необходимо подать документы на оформление паспорта и узнать список требований. Прошу назначить дату проверки вентиляции в здании детского сада. Прошу оформить справку о составе семьи для предоставления в образовательное учреждение.",запрос услуги
"В нашем районе Пожилым жильцам и мамам с колясками тяжело подниматься пешком. Дворник не выполняет свои обязанности, вокруг дома валяются листья и мусор. Почтовые извещения не доходят, многие жители не получили важные письма. Порывы холодного воздуха из отопительных приборов, батареи не прогреваются. Детская площадка в запущенном состоянии: сломаны качели и порвано покрытие.",жалоба
"В нашем районе Порывы холодного воздуха из отопительных приборов, батареи не прогреваются. Пожилым жильцам и мамам с колясками тяжело подниматься пешком. В офисе социальной службы меня направили по другому адресу, пришлось ездить несколько раз. Вокруг контейнерной площадки постоянно горит мусор, запах не выносимый. Детская площадка в запущенном состоянии: сломаны качели и порвано покрытие. Буду благодарен за скорейший ответ.",жалоба
"Обращаюсь с просьбой: Дворник не выполняет свои обязанности, вокруг дома валяются листья и мусор. Порывы холодного воздуха из отопительных приборов, батареи не прогреваются. Происходят постоянные перебои с горячей водой в нашем доме. Мы неоднократно обращались в управляющую компанию, но реакции нет. Громкая музыка и шум по ночам мешают спать жильцам многоэтажки.",жалоба
"Прошу обратить внимание: Необходимо оформить разрешение на временную торговлю в рамках мероприятия. Прошу назначить дату проверки вентиляции в здании детского сада. Прошу зарегистрировать заявление о замене холодной воды из-за частых протечек. Необходимо оформить временную прописку, прошу разъяснить процедуру и сроки.",запрос услуги
"Жители нашего дома отмечают, что Какие основания для переоформления прописки и куда подавать заявление? Как получить информацию о графике вывоза крупногабаритного мусора? Можно ли подать заявление на ремонт дороги онлайн и какие шаги нужны?",вопрос
