text,label
"Обращаюсь по вопросу: Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. На лестничной площадке перегорела лампа, темно и небезопасно. Прошу принять меры и сообщить о результатах.",жалоба_ЖКХ
"Обращаюсь по вопросу: Управляющая компания не отвечает на звонки. На лестничной площадке перегорела лампа, темно и небезопасно. Уже несколько дней в квартире отсутствует горячая вода. Прошу зарегистрировать обращение и назначить ответственного.",жалоба_ЖКХ
"Сообщаю следующее: График вывоза мусора не соблюдается, контейнеры переполнены. Лифтовое оборудование периодически отключается без предупреждения. Лифтовое оборудование периодически отключается без предупреждения. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"Прошу обратить внимание: График вывоза мусора не соблюдается, контейнеры переполнены. График вывоза мусора не соблюдается, контейнеры переполнены. Управляющая компания не отвечает на звонки. Уже несколько дней в квартире отсутствует горячая вода.",жалоба_ЖКХ
"График вывоза мусора не соблюдается, контейнеры переполнены. На лестничной площадке перегорела лампа, темно и небезопасно. Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. Ожидаю вашего ответа в письменной форме.",жалоба_ЖКХ
"Сообщаю следующее: На лестничной площадке перегорела лампа, темно и небезопасно. Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"График вывоза мусора не соблюдается, контейнеры переполнены. Уже несколько дней в квартире отсутствует горячая вода. Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно. На лестничной площадке перегорела лампа, темно и небезопасно. Буду признателен за скорейший ответ.",жалоба_ЖКХ
Обращаюсь по вопросу: Уже несколько дней в квартире отсутствует горячая вода. Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. Уже несколько дней в квартире отсутствует горячая вода. Буду признателен за скорейший ответ.,жалоба_ЖКХ
"Прошу обратить внимание: Управляющая компания не отвечает на звонки. График вывоза мусора не соблюдается, контейнеры переполнены. График вывоза мусора не соблюдается, контейнеры переполнены. Прошу принять меры и сообщить о результатах.",жалоба_ЖКХ
"График вывоза мусора не соблюдается, контейнеры переполнены. На лестничной площадке перегорела лампа, темно и небезопасно. График вывоза мусора не соблюдается, контейнеры переполнены. Уже несколько дней в квартире отсутствует горячая вода. Ожидаю вашего ответа в письменной форме.",жалоба_ЖКХ
Уже несколько дней в квартире отсутствует горячая вода. Уже несколько дней в квартире отсутствует горячая вода. Лифтовое оборудование периодически отключается без предупреждения. Управляющая компания не отвечает на звонки.,жалоба_ЖКХ
"Сообщаю следующее: На лестничной площадке перегорела лампа, темно и небезопасно. Уже несколько дней в квартире отсутствует горячая вода. График вывоза мусора не соблюдается, контейнеры переполнены. Управляющая компания не отвечает на звонки. Уже несколько дней в квартире отсутствует горячая вода.",жалоба_ЖКХ
"Сообщаю следующее: График вывоза мусора не соблюдается, контейнеры переполнены. Уже несколько дней в квартире отсутствует горячая вода. Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. Прошу принять меры и сообщить о результатах.",жалоба_ЖКХ
Обращаюсь по вопросу: Уже несколько дней в квартире отсутствует горячая вода. Уже несколько дней в квартире отсутствует горячая вода. Уже несколько дней в квартире отсутствует горячая вода. Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения. Прошу зарегистрировать обращение и назначить ответственного.,жалоба_ЖКХ
Обращаюсь по вопросу: Лифтовое оборудование периодически отключается без предупреждения. Лифтовое оборудование периодически отключается без предупреждения. Лифтовое оборудование периодически отключается без предупреждения. Лифтовое оборудование периодически отключается без предупреждения.,жалоба_ЖКХ
"Сообщаю следующее: Уже несколько дней в квартире отсутствует горячая вода. График вывоза мусора не соблюдается, контейнеры переполнены. Уже несколько дней в квартире отсутствует горячая вода. На лестничной площадке перегорела лампа, темно и небезопасно. Прошу принять меры и сообщить о результатах.",жалоба_ЖКХ
"Обращаюсь по вопросу: Управляющая компания не отвечает на звонки. На лестничной площадке перегорела лампа, темно и небезопасно. Управляющая компания не отвечает на звонки. Уже несколько дней в квартире отсутствует горячая вода.",жалоба_ЖКХ
Сообщаю следующее: Лифтовое оборудование периодически отключается без предупреждения. Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения. Управляющая компания не отвечает на звонки.,жалоба_ЖКХ
"Обращаюсь по вопросу: График вывоза мусора не соблюдается, контейнеры переполнены. Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"Обращаюсь по вопросу: Управляющая компания не отвечает на звонки. График вывоза мусора не соблюдается, контейнеры переполнены. Уже несколько дней в квартире отсутствует горячая вода. Уже несколько дней в квартире отсутствует горячая вода.",жалоба_ЖКХ
Сообщаю следующее: Лифтовое оборудование периодически отключается без предупреждения. Управляющая компания не отвечает на звонки. Управляющая компания не отвечает на звонки. Прошу зарегистрировать обращение и назначить ответственного.,жалоба_ЖКХ
"Управляющая компания не отвечает на звонки. График вывоза мусора не соблюдается, контейнеры переполнены. График вывоза мусора не соблюдается, контейнеры переполнены. Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. Прошу принять меры и сообщить о результатах.",жалоба_ЖКХ
"Прошу обратить внимание: На лестничной площадке перегорела лампа, темно и небезопасно. Лифтовое оборудование периодически отключается без предупреждения. Управляющая компания не отвечает на звонки. На лестничной площадке перегорела лампа, темно и небезопасно. Уже несколько дней в квартире отсутствует горячая вода. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"На лестничной площадке перегорела лампа, темно и небезопасно. Управляющая компания не отвечает на звонки. На лестничной площадке перегорела лампа, темно и небезопасно.",жалоба_ЖКХ
"Обращаюсь по вопросу: Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно. На лестничной площадке перегорела лампа, темно и небезопасно.",жалоба_ЖКХ
"Уже несколько дней в квартире отсутствует горячая вода. График вывоза мусора не соблюдается, контейнеры переполнены. Управляющая компания не отвечает на звонки. На лестничной площадке перегорела лампа, темно и небезопасно. На лестничной площадке перегорела лампа, темно и небезопасно. Ожидаю вашего ответа в письменной форме.",жалоба_ЖКХ
"Прошу обратить внимание: Лифтовое оборудование периодически отключается без предупреждения. График вывоза мусора не соблюдается, контейнеры переполнены. Лифтовое оборудование периодически отключается без предупреждения. График вывоза мусора не соблюдается, контейнеры переполнены. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"Сообщаю следующее: Лифтовое оборудование периодически отключается без предупреждения. График вывоза мусора не соблюдается, контейнеры переполнены. Управляющая компания не отвечает на звонки. Прошу принять меры и сообщить о результатах.",жалоба_ЖКХ
"Обращаюсь по вопросу: Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно. Лифтовое оборудование периодически отключается без предупреждения. График вывоза мусора не соблюдается, контейнеры переполнены. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"На лестничной площадке перегорела лампа, темно и небезопасно. График вывоза мусора не соблюдается, контейнеры переполнены. На лестничной площадке перегорела лампа, темно и небезопасно. Прошу зарегистрировать обращение и назначить ответственного.",жалоба_ЖКХ
"Обращаюсь по вопросу: График вывоза мусора не соблюдается, контейнеры переполнены. Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно. Прошу принять меры и сообщить о результатах.",жалоба_ЖКХ
Обращаюсь по вопросу: Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения. Прошу принять меры и сообщить о результатах.,жалоба_ЖКХ
"Прошу обратить внимание: График вывоза мусора не соблюдается, контейнеры переполнены. Уже несколько дней в квартире отсутствует горячая вода. На лестничной площадке перегорела лампа, темно и небезопасно. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"Сообщаю следующее: Уже несколько дней в квартире отсутствует горячая вода. Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно. График вывоза мусора не соблюдается, контейнеры переполнены.",жалоба_ЖКХ
"Обращаюсь по вопросу: Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно. На лестничной площадке перегорела лампа, темно и небезопасно. Лифтовое оборудование периодически отключается без предупреждения.",жалоба_ЖКХ
"Сообщаю следующее: На лестничной площадке перегорела лампа, темно и небезопасно. Лифтовое оборудование периодически отключается без предупреждения. График вывоза мусора не соблюдается, контейнеры переполнены. Лифтовое оборудование периодически отключается без предупреждения. Управляющая компания не отвечает на звонки.",жалоба_ЖКХ
"Прошу обратить внимание: Управляющая компания не отвечает на звонки. График вывоза мусора не соблюдается, контейнеры переполнены. График вывоза мусора не соблюдается, контейнеры переполнены. Лифтовое оборудование периодически отключается без предупреждения. Лифтовое оборудование периодически отключается без предупреждения. Прошу принять меры и сообщить о результатах.",жалоба_ЖКХ
"Уже несколько дней в квартире отсутствует горячая вода. Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. График вывоза мусора не соблюдается, контейнеры переполнены. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"Сообщаю следующее: График вывоза мусора не соблюдается, контейнеры переполнены. Лифтовое оборудование периодически отключается без предупреждения. График вывоза мусора не соблюдается, контейнеры переполнены. Прошу зарегистрировать обращение и назначить ответственного.",жалоба_ЖКХ
"Сообщаю следующее: Уже несколько дней в квартире отсутствует горячая вода. Лифтовое оборудование периодически отключается без предупреждения. График вывоза мусора не соблюдается, контейнеры переполнены. График вывоза мусора не соблюдается, контейнеры переполнены. Прошу принять меры и сообщить о результатах.",жалоба_ЖКХ
Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. Управляющая компания не отвечает на звонки. Буду признателен за скорейший ответ.,жалоба_ЖКХ
"Прошу обратить внимание: Уже несколько дней в квартире отсутствует горячая вода. Управляющая компания не отвечает на звонки. На лестничной площадке перегорела лампа, темно и небезопасно.",жалоба_ЖКХ
"Обращаюсь по вопросу: Лифтовое оборудование периодически отключается без предупреждения. Лифтовое оборудование периодически отключается без предупреждения. График вывоза мусора не соблюдается, контейнеры переполнены.",жалоба_ЖКХ
Прошу обратить внимание: Лифтовое оборудование периодически отключается без предупреждения. Лифтовое оборудование периодически отключается без предупреждения. Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения. Лифтовое оборудование периодически отключается без предупреждения. Буду признателен за скорейший ответ.,жалоба_ЖКХ
"Обращаюсь по вопросу: Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения. Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. График вывоза мусора не соблюдается, контейнеры переполнены.",жалоба_ЖКХ
"Прошу обратить внимание: На лестничной площадке перегорела лампа, темно и небезопасно. График вывоза мусора не соблюдается, контейнеры переполнены. Уже несколько дней в квартире отсутствует горячая вода. На лестничной площадке перегорела лампа, темно и небезопасно.",жалоба_ЖКХ
"Сообщаю следующее: График вывоза мусора не соблюдается, контейнеры переполнены. Уже несколько дней в квартире отсутствует горячая вода. Уже несколько дней в квартире отсутствует горячая вода. Прошу зарегистрировать обращение и назначить ответственного.",жалоба_ЖКХ
"Прошу обратить внимание: На лестничной площадке перегорела лампа, темно и небезопасно. Уже несколько дней в квартире отсутствует горячая вода. Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно. Уже несколько дней в квартире отсутствует горячая вода. Ожидаю вашего ответа в письменной форме.",жалоба_ЖКХ
"Прошу обратить внимание: Уже несколько дней в квартире отсутствует горячая вода. Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно. Лифтовое оборудование периодически отключается без предупреждения.",жалоба_ЖКХ
Сообщаю следующее: Уже несколько дней в квартире отсутствует горячая вода. Уже несколько дней в квартире отсутствует горячая вода. Лифтовое оборудование периодически отключается без предупреждения. Лифтовое оборудование периодически отключается без предупреждения. Буду признателен за скорейший ответ.,жалоба_ЖКХ
"Управляющая компания не отвечает на звонки. График вывоза мусора не соблюдается, контейнеры переполнены. График вывоза мусора не соблюдается, контейнеры переполнены. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"Сообщаю следующее: Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно. Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения. Лифтовое оборудование периодически отключается без предупреждения. Ожидаю вашего ответа в письменной форме.",жалоба_ЖКХ
"Сообщаю следующее: На лестничной площадке перегорела лампа, темно и небезопасно. Уже несколько дней в квартире отсутствует горячая вода. Управляющая компания не отвечает на звонки. Ожидаю вашего ответа в письменной форме.",жалоба_ЖКХ
"Обращаюсь по вопросу: График вывоза мусора не соблюдается, контейнеры переполнены. На лестничной площадке перегорела лампа, темно и небезопасно. Уже несколько дней в квартире отсутствует горячая вода. На лестничной площадке перегорела лампа, темно и небезопасно.",жалоба_ЖКХ
"Обращаюсь по вопросу: График вывоза мусора не соблюдается, контейнеры переполнены. График вывоза мусора не соблюдается, контейнеры переполнены. График вывоза мусора не соблюдается, контейнеры переполнены. Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода.",жалоба_ЖКХ
"Сообщаю следующее: Управляющая компания не отвечает на звонки. Уже несколько дней в квартире отсутствует горячая вода. На лестничной площадке перегорела лампа, темно и небезопасно. Уже несколько дней в квартире отсутствует горячая вода. Ожидаю вашего ответа в письменной форме.",жалоба_ЖКХ
"На лестничной площадке перегорела лампа, темно и небезопасно. На лестничной площадке перегорела лампа, темно и небезопасно. На лестничной площадке перегорела лампа, темно и небезопасно. Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно.",жалоба_ЖКХ
"Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. Управляющая компания не отвечает на звонки. На лестничной площадке перегорела лампа, темно и небезопасно. Ожидаю вашего ответа в письменной форме.",жалоба_ЖКХ
Сообщаю следующее: Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. Уже несколько дней в квартире отсутствует горячая вода.,жалоба_ЖКХ
Прошу обратить внимание: Уже несколько дней в квартире отсутствует горячая вода. Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. Уже несколько дней в квартире отсутствует горячая вода. Прошу зарегистрировать обращение и назначить ответственного.,жалоба_ЖКХ
Обращаюсь по вопросу: Уже несколько дней в квартире отсутствует горячая вода. Уже несколько дней в квартире отсутствует горячая вода. Управляющая компания не отвечает на звонки. Уже несколько дней в квартире отсутствует горячая вода. Управляющая компания не отвечает на звонки. Прошу зарегистрировать обращение и назначить ответственного.,жалоба_ЖКХ
"Лифтовое оборудование периодически отключается без предупреждения. График вывоза мусора не соблюдается, контейнеры переполнены. На лестничной площадке перегорела лампа, темно и небезопасно. График вывоза мусора не соблюдается, контейнеры переполнены. Уже несколько дней в квартире отсутствует горячая вода. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно. Прошу зарегистрировать обращение и назначить ответственного.",жалоба_ЖКХ
Сообщаю следующее: Управляющая компания не отвечает на звонки. Управляющая компания не отвечает на звонки. Управляющая компания не отвечает на звонки. Лифтовое оборудование периодически отключается без предупреждения.,жалоба_ЖКХ
"График вывоза мусора не соблюдается, контейнеры переполнены. На лестничной площадке перегорела лампа, темно и небезопасно. На лестничной площадке перегорела лампа, темно и небезопасно. Уже несколько дней в квартире отсутствует горячая вода. На лестничной площадке перегорела лампа, темно и небезопасно.",жалоба_ЖКХ
"На лестничной площадке перегорела лампа, темно и небезопасно. Управляющая компания не отвечает на звонки. График вывоза мусора не соблюдается, контейнеры переполнены. На лестничной площадке перегорела лампа, темно и небезопасно. Ожидаю вашего ответа в письменной форме.",жалоба_ЖКХ
"Обращаюсь по вопросу: На лестничной площадке перегорела лампа, темно и небезопасно. Управляющая компания не отвечает на звонки. На лестничной площадке перегорела лампа, темно и небезопасно.",жалоба_ЖКХ
"Сообщаю следующее: Уже несколько дней в квартире отсутствует горячая вода. Уже несколько дней в квартире отсутствует горячая вода. График вывоза мусора не соблюдается, контейнеры переполнены. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"Обращаюсь по вопросу: На лестничной площадке перегорела лампа, темно и небезопасно. Уже несколько дней в квартире отсутствует горячая вода. Лифтовое оборудование периодически отключается без предупреждения. Уже несколько дней в квартире отсутствует горячая вода. График вывоза мусора не соблюдается, контейнеры переполнены. Прошу принять меры и сообщить о результатах.",жалоба_ЖКХ
"Сообщаю следующее: Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно. Лифтовое оборудование периодически отключается без предупреждения. Управляющая компания не отвечает на звонки. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"Обращаюсь по вопросу: На лестничной площадке перегорела лампа, темно и небезопасно. Управляющая компания не отвечает на звонки. Уже несколько дней в квартире отсутствует горячая вода. График вывоза мусора не соблюдается, контейнеры переполнены. Буду признателен за скорейший ответ.",жалоба_ЖКХ
"Прошу обратить внимание: Управляющая компания не отвечает на звонки. Управляющая компания не отвечает на звонки. График вывоза мусора не соблюдается, контейнеры переполнены. Лифтовое оборудование периодически отключается без предупреждения. На лестничной площадке перегорела лампа, темно и небезопасно.",жалоба_ЖКХ
